C:\WinT,A100\DIL805.PR,O\Data\Def,ormation,\SalimAlha,bsi\Ti64,\Basic file\,039_Compress,ion_Salim_Ti6,4_850_-2,.0_CoolQu,ench_012_.,asc
No.,Time,Tem.1,DL,Force,Strain,kf (Def.),Phi  (D),Phi* (D),Tem.2,Tem.3,Poti,HF
,s,∞C,µm,N,%,N/mm≤,,1/s,∞C,∞C,mm,%
7947,2028.414917,850.1,-3492.86,3473.6,34.93,115.1163,0.4378,0.0093,-20,-20,6.8317,32.99
7948,2028.420654,850.2,-3492.7,3473.9,34.93,115.1286,0.4378,0.0096,-20,-20,6.8313,32.83
7949,2028.428345,850.2,-3493.41,3474,34.93,115.1206,0.4379,0.0098,-20,-20,6.8308,32.79
7950,2028.436035,850.2,-3494.07,3473.2,34.94,115.0809,0.438,0.0099,-20,-20,6.8304,32.97
7951,2028.443726,849.9,-3494.41,3474.6,34.94,115.1217,0.438,0.0103,-20,-20,6.8299,33.05
7952,2028.449585,849.9,-3494.46,3473.9,34.94,115.0974,0.4381,0.0103,-20,-20,6.8295,33.17
7953,2028.457275,849.9,-3495.62,3473.7,34.96,115.0722,0.4382,0.0107,-20,-20,6.829,33.15
7954,2028.464966,849.9,-3495.84,3474.4,34.96,115.0916,0.4383,0.0105,-20,-20,6.8285,33.23
7955,2028.472656,849.9,-3496.83,3475.5,34.97,115.1113,0.4384,0.0106,-20,-20,6.828,33.22
7956,2028.478394,850,-3497.16,3474.3,34.97,115.0635,0.4385,0.0104,-20,-20,6.8276,33.2
7957,2028.486206,849.9,-3497.33,3474.8,34.97,115.0792,0.4385,0.0103,-20,-20,6.8271,33.03
7958,2028.493896,849.9,-3497.99,3475.7,34.98,115.0955,0.4386,0.0101,-20,-20,6.8267,33.19
7959,2028.501587,850,-3498.16,3474.4,34.98,115.0506,0.4386,0.01,-20,-20,6.8262,33.15
7960,2028.507324,849.9,-3498.87,3474.4,34.99,115.0379,0.4387,0.0099,-20,-20,6.8258,33.06
7961,2028.515015,850,-3499.43,3475,34.99,115.0468,0.4388,0.0098,-20,-20,6.8253,33.02
7962,2028.522705,849.9,-3499.76,3475.8,35,115.0689,0.4389,0.0096,-20,-20,6.8248,33.24
7963,2028.530396,850,-3500.47,3475.4,35,115.0422,0.439,0.0094,-20,-20,6.8243,33.1
7964,2028.536255,850.1,-3500.69,3476.5,35.01,115.0756,0.439,0.0094,-20,-20,6.824,33.17
7965,2028.543945,850.1,-3501.03,3474.7,35.01,115.0092,0.4391,0.0093,-20,-20,6.8235,33.08
7966,2028.551636,850,-3501.47,3475.4,35.01,115.0247,0.4391,0.0094,-20,-20,6.823,33.25
7967,2028.559326,849.9,-3501.52,3476,35.02,115.0423,0.4391,0.0095,-20,-20,6.8225,33.3
7968,2028.565063,849.9,-3502.29,3475.4,35.02,115.01,0.4393,0.0095,-20,-20,6.8221,33.24
7969,2028.572754,849.9,-3502.96,3475.5,35.03,115.0029,0.4394,0.0096,-20,-20,6.8216,33.31
7970,2028.580444,849.8,-3503.07,3476.3,35.03,115.0243,0.4394,0.0097,-20,-20,6.8212,33.2
7971,2028.588135,849.9,-3503.84,3475.7,35.04,114.992,0.4395,0.0098,-20,-20,6.8207,33.34
7972,2028.593872,849.9,-3504.34,3476.1,35.04,114.9972,0.4396,0.0098,-20,-20,6.8203,33.24
7973,2028.601563,849.9,-3504.45,3475.5,35.04,114.9766,0.4396,0.0098,-20,-20,6.8198,33.15
7974,2028.609375,849.9,-3505.11,3475.8,35.05,114.9742,0.4397,0.0099,-20,-20,6.8193,33.22
7975,2028.615112,850,-3505.77,3476.8,35.06,114.9951,0.4398,0.0098,-20,-20,6.819,33.15
7976,2028.622803,850,-3506.21,3476,35.06,114.9593,0.4399,0.0098,-20,-20,6.8185,33.17
7977,2028.630493,850,-3506.21,3477.2,35.06,115.0012,0.4399,0.0097,-20,-20,6.818,33.14
7978,2028.638184,850.1,-3507.04,3477.1,35.07,114.9819,0.44,0.0097,-20,-20,6.8175,33.16
7979,2028.644043,850,-3507.42,3476.5,35.07,114.9564,0.44,0.0096,-20,-20,6.8171,33.28
7980,2028.651733,849.9,-3507.7,3475,35.08,114.9004,0.4401,0.0096,-20,-20,6.8167,33.17
7981,2028.659424,850,-3508.36,3477.1,35.08,114.9585,0.4402,0.0097,-20,-20,6.8162,33.07
7982,2028.667114,850,-3508.53,3477.1,35.09,114.9555,0.4402,0.0095,-20,-20,6.8157,33.13
7983,2028.672852,850,-3509.3,3476.8,35.09,114.9325,0.4403,0.0097,-20,-20,6.8153,33.09
7984,2028.680542,850,-3509.52,3477.8,35.1,114.9612,0.4404,0.0096,-20,-20,6.8148,33.22
7985,2028.688354,849.9,-3509.91,3477.5,35.1,114.9451,0.4404,0.0098,-20,-20,6.8143,33.25
7986,2028.696045,850,-3510.9,3477.5,35.11,114.9275,0.4406,0.0099,-20,-20,6.8139,33.15
7987,2028.701782,850.1,-3510.79,3476.7,35.11,114.9015,0.4406,0.0099,-20,-20,6.8135,33.17
7988,2028.709473,850.1,-3511.84,3478.4,35.12,114.9388,0.4407,0.01,-20,-20,6.813,32.97
7989,2028.717163,850,-3511.73,3478.6,35.12,114.95,0.4407,0.0099,-20,-20,6.8125,33.18
7990,2028.724854,850,-3512.33,3479.2,35.12,114.9579,0.4408,0.0102,-20,-20,6.812,33.22
7991,2028.730713,850.1,-3512.83,3479.8,35.13,114.9677,0.4409,0.01,-20,-20,6.8116,33.11
7992,2028.738403,850.1,-3513,3479.9,35.13,114.9694,0.4409,0.0103,-20,-20,6.8111,32.96
7993,2028.746094,850.1,-3513.77,3479.1,35.14,114.9278,0.441,0.0101,-20,-20,6.8106,33.01
7994,2028.753784,850.1,-3514.6,3479.2,35.15,114.9178,0.4412,0.0101,-20,-20,6.8101,33.07
7995,2028.759521,850,-3515.09,3479.5,35.15,114.9183,0.4412,0.0101,-20,-20,6.8098,33.01
7996,2028.767334,850.1,-3515.53,3480.1,35.16,114.9291,0.4413,0.0099,-20,-20,6.8093,33.11
7997,2028.775024,850.1,-3515.92,3479.3,35.16,114.899,0.4414,0.0099,-20,-20,6.8088,32.96
7998,2028.782715,850.1,-3516.2,3480.2,35.16,114.922,0.4414,0.0096,-20,-20,6.8083,33.14
7999,2028.788452,850.1,-3516.53,3480.9,35.17,114.9394,0.4415,0.0096,-20,-20,6.8079,33.04
8000,2028.796143,850,-3517.02,3479.9,35.17,114.898,0.4415,0.0096,-20,-20,6.8074,33.01
8001,2028.803833,850.1,-3517.24,3480.5,35.17,114.9127,0.4416,0.0096,-20,-20,6.8069,33.04
8002,2028.811523,850.1,-3517.91,3480.5,35.18,114.901,0.4417,0.0097,-20,-20,6.8064,33.07
8003,2028.817261,849.9,-3518.24,3481.3,35.18,114.923,0.4417,0.0096,-20,-20,6.8061,33.03
8004,2028.825073,850,-3519.06,3480.5,35.19,114.8805,0.4418,0.0098,-20,-20,6.8056,33.23
8005,2028.832764,850,-3519.45,3480.3,35.19,114.869,0.4419,0.0097,-20,-20,6.8051,33.17
8006,2028.840454,850,-3519.84,3481.2,35.2,114.89,0.442,0.0099,-20,-20,6.8046,33.01
8007,2028.846191,850.1,-3520.17,3481.2,35.2,114.8841,0.442,0.0098,-20,-20,6.8042,33.13
8008,2028.853882,850.1,-3520.72,3480.9,35.21,114.8651,0.4421,0.0099,-20,-20,6.8037,33.04
8009,2028.861572,850,-3521.33,3481.2,35.21,114.8636,0.4422,0.0099,-20,-20,6.8033,33.13
8010,2028.869263,850,-3521.6,3480.3,35.22,114.8308,0.4422,0.0099,-20,-20,6.8028,33.11
8011,2028.875,850.1,-3521.99,3481.3,35.22,114.8565,0.4423,0.0098,-20,-20,6.8024,33.02
8012,2028.88269,850,-3522.71,3480.8,35.23,114.8252,0.4424,0.0097,-20,-20,6.8019,32.89
8013,2028.890503,850.1,-3523.26,3482.2,35.23,114.8619,0.4425,0.0097,-20,-20,6.8014,33.07
8014,2028.898193,850,-3523.26,3481.2,35.23,114.8293,0.4425,0.0097,-20,-20,6.801,32.96
8015,2028.903931,849.9,-3523.75,3481.9,35.24,114.8438,0.4426,0.0097,-20,-20,6.8006,33.16
8016,2028.911621,849.9,-3524.31,3481.5,35.24,114.8201,0.4427,0.0097,-20,-20,6.8001,33.14
8017,2028.919312,849.9,-3524.97,3482.6,35.25,114.8455,0.4428,0.0097,-20,-20,6.7996,33.2
8018,2028.927002,849.9,-3525.35,3482.3,35.25,114.8293,0.4428,0.0097,-20,-20,6.7992,33.23
8019,2028.932861,849.9,-3525.79,3480.9,35.26,114.7751,0.4429,0.0097,-20,-20,6.7988,33.21
8020,2028.940552,850,-3526.07,3481.7,35.26,114.798,0.4429,0.0096,-20,-20,6.7983,33.15
8021,2028.948242,850,-3526.68,3481.6,35.27,114.7826,0.443,0.0097,-20,-20,6.7978,33.15
8022,2028.953979,849.9,-3527.06,3481.2,35.27,114.7619,0.4431,0.0097,-20,-20,6.7974,33.17
8023,2028.96167,850,-3527.5,3482,35.28,114.7819,0.4431,0.0098,-20,-20,6.797,33.09
8024,2028.969482,850,-3528,3481.6,35.28,114.7592,0.4432,0.0097,-20,-20,6.7965,33.05
8025,2028.977173,850,-3528.39,3482,35.28,114.7662,0.4433,0.0097,-20,-20,6.796,33.1
8026,2028.98291,850,-3528.77,3482.9,35.29,114.7872,0.4433,0.0098,-20,-20,6.7956,32.97
8027,2028.990601,850.1,-3529.21,3483.3,35.29,114.7933,0.4434,0.0098,-20,-20,6.7951,32.93
8028,2028.998291,850,-3529.77,3482.9,35.3,114.7696,0.4435,0.0099,-20,-20,6.7946,33.08
8029,2029.005981,850,-3530.26,3482.7,35.3,114.7562,0.4436,0.0099,-20,-20,6.7941,33.13
8030,2029.011719,850.1,-3530.93,3483,35.31,114.7537,0.4437,0.0099,-20,-20,6.7938,33.11
8031,2029.019531,850.1,-3531.26,3483.6,35.31,114.7664,0.4437,0.0098,-20,-20,6.7933,33.07
8032,2029.027222,850,-3531.64,3483,35.32,114.741,0.4438,0.0098,-20,-20,6.7928,33.03
8033,2029.034912,850,-3532.14,3484.3,35.32,114.7739,0.4439,0.0098,-20,-20,6.7923,33.04
8034,2029.040649,850,-3532.41,3483,35.32,114.7273,0.4439,0.0097,-20,-20,6.7919,33.1
8035,2029.04834,850.1,-3533.13,3483.1,35.33,114.7192,0.444,0.0097,-20,-20,6.7914,32.95
8036,2029.05603,850.1,-3533.52,3483.4,35.34,114.7216,0.4441,0.0097,-20,-20,6.791,32.9
8037,2029.063721,850.1,-3534.01,3484.7,35.34,114.7545,0.4442,0.0097,-20,-20,6.7905,32.95
8038,2029.06958,850,-3534.24,3484.1,35.34,114.7321,0.4442,0.0096,-20,-20,6.7901,33.1
8039,2029.077271,850,-3534.73,3484.7,35.35,114.7418,0.4443,0.0097,-20,-20,6.7896,33.06
8040,2029.084961,850,-3535.28,3484.3,35.35,114.7181,0.4443,0.0097,-20,-20,6.7891,33.03
8041,2029.092651,850,-3535.67,3484.4,35.36,114.7159,0.4444,0.0099,-20,-20,6.7886,33.01
8042,2029.098389,850,-3536,3484.4,35.36,114.71,0.4445,0.0099,-20,-20,6.7883,33.05
8043,2029.106079,850.1,-3536.66,3484.4,35.37,114.6983,0.4446,0.0099,-20,-20,6.7878,32.95
8044,2029.11377,850.1,-3537.27,3485.1,35.37,114.7107,0.4447,0.0101,-20,-20,6.7873,32.95
8045,2029.12146,850.1,-3537.54,3484.6,35.38,114.6872,0.4447,0.0101,-20,-20,6.7868,33.03
8046,2029.127319,850,-3537.99,3485.3,35.38,114.7026,0.4448,0.0102,-20,-20,6.7864,33.06
8047,2029.13501,849.9,-3538.54,3483.9,35.39,114.6464,0.4449,0.0102,-20,-20,6.786,33.08
8048,2029.1427,850,-3538.98,3484.8,35.39,114.6711,0.4449,0.0102,-20,-20,6.7855,33.03
8049,2029.150391,850,-3539.64,3485.7,35.4,114.6871,0.445,0.0102,-20,-20,6.785,33.19
8050,2029.156128,849.9,-3540.03,3486.8,35.4,114.7173,0.4451,0.0101,-20,-20,6.7846,33.21
8051,2029.163818,849.8,-3540.41,3486.2,35.4,114.6919,0.4451,0.0101,-20,-20,6.7841,33.23
8052,2029.171631,849.9,-3540.74,3486.4,35.41,114.6907,0.4452,0.01,-20,-20,6.7836,33.16
8053,2029.179199,850,-3541.63,3486.4,35.42,114.675,0.4453,0.0099,-20,-20,6.7832,33.07
8054,2029.185059,849.9,-3541.85,3486,35.42,114.6572,0.4454,0.0098,-20,-20,6.7828,33.1
8055,2029.192749,850,-3542.4,3486.8,35.42,114.6751,0.4455,0.0097,-20,-20,6.7823,33.14
8056,2029.200439,850,-3542.9,3486.4,35.43,114.6525,0.4455,0.0096,-20,-20,6.7818,33.09
8057,2029.20813,850,-3542.95,3487.4,35.43,114.6839,0.4455,0.0095,-20,-20,6.7813,33.13
8058,2029.213867,849.9,-3543.67,3487.1,35.44,114.6619,0.4456,0.0094,-20,-20,6.781,33.06
8059,2029.221558,850,-3544.16,3487.2,35.44,114.6577,0.4457,0.0094,-20,-20,6.7805,33.17
8060,2029.229248,850,-3544.33,3487.8,35.44,114.6733,0.4457,0.0094,-20,-20,6.78,33.12
8061,2029.236938,850,-3545.05,3487.2,35.45,114.642,0.4459,0.0093,-20,-20,6.7795,33.13
8062,2029.242798,850,-3545.27,3488.6,35.45,114.6844,0.4459,0.0093,-20,-20,6.7792,32.97
8063,2029.250488,850,-3545.65,3489.1,35.46,114.6914,0.446,0.0092,-20,-20,6.7787,33.04
8064,2029.258179,850,-3546.26,3488.6,35.46,114.6667,0.446,0.0094,-20,-20,6.7782,33.14
8065,2029.265869,849.9,-3546.7,3488.5,35.47,114.6543,0.4461,0.0095,-20,-20,6.7777,33.14
8066,2029.271606,850,-3547.03,3487.2,35.47,114.6068,0.4462,0.0096,-20,-20,6.7773,33.11
8067,2029.279419,850,-3547.59,3489.1,35.48,114.6571,0.4463,0.0097,-20,-20,6.7769,33.09
8068,2029.287109,850,-3547.86,3489.8,35.48,114.6753,0.4463,0.0097,-20,-20,6.7764,33
8069,2029.2948,850.1,-3548.52,3489.1,35.49,114.6404,0.4464,0.0097,-20,-20,6.7759,33
8070,2029.300537,850,-3548.74,3488.6,35.49,114.6226,0.4464,0.0099,-20,-20,6.7755,33.03
8071,2029.308228,849.9,-3549.24,3490.2,35.49,114.6647,0.4465,0.01,-20,-20,6.775,33.15
8072,2029.315918,850,-3549.79,3488.8,35.5,114.6086,0.4466,0.0102,-20,-20,6.7745,33.14
8073,2029.323608,849.9,-3550.4,3489.8,35.5,114.6302,0.4467,0.0101,-20,-20,6.774,33.22
8074,2029.329346,849.9,-3551.12,3490.7,35.51,114.6498,0.4468,0.01,-20,-20,6.7737,33.24
8075,2029.337036,849.9,-3551.5,3490.2,35.52,114.6245,0.4469,0.0099,-20,-20,6.7732,33.18
8076,2029.344727,849.9,-3551.61,3490.6,35.52,114.6364,0.4469,0.01,-20,-20,6.7727,33.19
8077,2029.352417,849.9,-3552.16,3490.6,35.52,114.6266,0.447,0.0099,-20,-20,6.7722,33.24
8078,2029.358154,849.9,-3552.16,3490.7,35.52,114.6312,0.447,0.0099,-20,-20,6.7719,33.27
8079,2029.365967,849.9,-3553.32,3491.5,35.53,114.6337,0.4471,0.0098,-20,-20,6.7714,33.3
8080,2029.373657,849.9,-3553.71,3491.9,35.54,114.6407,0.4472,0.0097,-20,-20,6.7709,33.27
8081,2029.379395,850,-3554.15,3491.2,35.54,114.6098,0.4473,0.0097,-20,-20,6.7705,33.23
8082,2029.387085,850,-3554.37,3492.3,35.54,114.6428,0.4473,0.0096,-20,-20,6.77,33.17
8083,2029.394775,850,-3554.7,3492,35.55,114.6277,0.4474,0.0097,-20,-20,6.7695,33.11
8084,2029.402466,850.1,-3555.25,3492.6,35.55,114.6364,0.4474,0.0097,-20,-20,6.769,32.96
8085,2029.410156,850.1,-3555.92,3493.8,35.56,114.6662,0.4475,0.0098,-20,-20,6.7685,33.01
8086,2029.415894,850.1,-3556.19,3493,35.56,114.6335,0.4476,0.0098,-20,-20,6.7682,32.92
8087,2029.423584,850,-3556.85,3494.3,35.57,114.6633,0.4477,0.0099,-20,-20,6.7677,32.93
8088,2029.431274,850.1,-3556.85,3493,35.57,114.6217,0.4477,0.0098,-20,-20,6.7672,33.04
8089,2029.437134,850.1,-3557.51,3493.8,35.58,114.6377,0.4478,0.0099,-20,-20,6.7668,32.97
8090,2029.444824,850.1,-3558.07,3493.1,35.58,114.6048,0.4479,0.0097,-20,-20,6.7663,33.02
8091,2029.452515,850.1,-3558.73,3493.4,35.59,114.6022,0.448,0.0099,-20,-20,6.7658,33.07
8092,2029.460205,850.1,-3559.28,3494.4,35.59,114.6247,0.4481,0.0097,-20,-20,6.7654,33.13
8093,2029.465942,850,-3559.34,3494.1,35.59,114.6145,0.4481,0.0096,-20,-20,6.765,33.02
8094,2029.473633,849.9,-3559.83,3493,35.6,114.5687,0.4482,0.0093,-20,-20,6.7645,33.07
8095,2029.481323,850,-3560.27,3494.6,35.6,114.6117,0.4482,0.0093,-20,-20,6.764,33.04
8096,2029.489014,850.1,-3560.82,3494.3,35.61,114.5926,0.4483,0.0093,-20,-20,6.7636,33.1
8097,2029.494873,850,-3561.05,3494.6,35.61,114.5979,0.4483,0.0092,-20,-20,6.7632,33.21
8098,2029.502563,850,-3561.71,3494.8,35.62,114.5954,0.4484,0.0092,-20,-20,6.7627,33.18
8099,2029.510254,850,-3561.82,3493.8,35.62,114.5611,0.4485,0.009,-20,-20,6.7622,33.16
8100,2029.517944,850,-3562.59,3493.7,35.63,114.5428,0.4486,0.0092,-20,-20,6.7617,33.18
8101,2029.523682,849.9,-3562.76,3493.7,35.63,114.5398,0.4486,0.0091,-20,-20,6.7614,33.25
8102,2029.531372,850,-3563.03,3492.7,35.63,114.5026,0.4487,0.0095,-20,-20,6.7609,33.17
8103,2029.539063,849.9,-3563.47,3493.6,35.63,114.5224,0.4487,0.0095,-20,-20,6.7604,33.2
8104,2029.546753,850,-3564.19,3494.8,35.64,114.5512,0.4488,0.0098,-20,-20,6.7599,32.96
8105,2029.552612,849.9,-3564.69,3494.1,35.65,114.5193,0.4489,0.0098,-20,-20,6.7596,33.04
8106,2029.560303,850,-3564.96,3494.8,35.65,114.5375,0.449,0.0101,-20,-20,6.7591,33.08
8107,2029.567993,850,-3565.62,3494.1,35.66,114.5026,0.4491,0.0101,-20,-20,6.7586,33.25
8108,2029.575684,849.9,-3565.79,3494.8,35.66,114.5227,0.4491,0.0101,-20,-20,6.7581,33.25
8109,2029.581421,849.9,-3566.51,3495,35.67,114.5146,0.4492,0.0103,-20,-20,6.7578,33.25
8110,2029.589111,850,-3566.84,3495.1,35.67,114.5133,0.4492,0.0102,-20,-20,6.7573,33.22
8111,2029.596802,849.9,-3568,3496,35.68,114.5203,0.4494,0.0102,-20,-20,6.7568,33.17
8112,2029.604492,849.9,-3568.05,3495.5,35.68,114.5055,0.4494,0.01,-20,-20,6.7563,33.31
8113,2029.610352,850,-3568.38,3496,35.68,114.5135,0.4495,0.0099,-20,-20,6.7559,33.26
8114,2029.618042,850,-3568.93,3495.8,35.69,114.499,0.4496,0.0097,-20,-20,6.7554,33.22
8115,2029.625732,850,-3569.38,3496.9,35.69,114.5281,0.4496,0.0097,-20,-20,6.755,33.06
8116,2029.633423,850.2,-3569.43,3496.5,35.69,114.5133,0.4496,0.0097,-20,-20,6.7545,33.05
8117,2029.63916,850.2,-3570.04,3496.9,35.7,114.5163,0.4497,0.0098,-20,-20,6.7541,33.03
8118,2029.646851,850.1,-3570.7,3498.2,35.71,114.546,0.4498,0.0096,-20,-20,6.7536,33
8119,2029.654541,850.1,-3571.42,3497.6,35.71,114.5148,0.45,0.0098,-20,-20,6.7531,33.13
8120,2029.662231,850.1,-3571.2,3498.4,35.71,114.5417,0.4499,0.0097,-20,-20,6.7526,33.12
8121,2029.668091,850,-3572.02,3499.6,35.72,114.5685,0.45,0.01,-20,-20,6.7523,33.06
8122,2029.675781,850,-3572.46,3499.5,35.72,114.556,0.4501,0.0098,-20,-20,6.7518,33.05
8123,2029.683472,850,-3572.69,3499.6,35.73,114.5567,0.4502,0.0101,-20,-20,6.7513,33.1
8124,2029.691162,850,-3573.57,3499.2,35.74,114.5271,0.4503,0.0101,-20,-20,6.7508,33.22
8125,2029.696899,850,-3573.57,3499.8,35.74,114.5455,0.4503,0.0102,-20,-20,6.7504,33.15
8126,2029.70459,849.9,-3574.51,3499.8,35.75,114.5288,0.4504,0.0103,-20,-20,6.7499,33.13
8127,2029.71228,850.1,-3574.67,3499.5,35.75,114.5167,0.4505,0.0101,-20,-20,6.7494,33.11
8128,2029.720093,850.1,-3575.61,3500.3,35.76,114.5276,0.4506,0.0103,-20,-20,6.7489,32.9
8129,2029.72583,850.2,-3575.72,3500.6,35.76,114.5348,0.4506,0.0099,-20,-20,6.7486,33
8130,2029.733521,850.1,-3576.33,3500.2,35.76,114.5102,0.4507,0.01,-20,-20,6.7481,32.99
8131,2029.741211,850.1,-3576.77,3500.3,35.77,114.5069,0.4508,0.0097,-20,-20,6.7476,32.97
8132,2029.748901,850,-3577.1,3500.7,35.77,114.5149,0.4508,0.0097,-20,-20,6.7471,33.13
8133,2029.754639,850.1,-3577.54,3501.2,35.78,114.5208,0.4509,0.0096,-20,-20,6.7467,32.97
8134,2029.762329,850.2,-3577.98,3500.9,35.78,114.5037,0.451,0.0096,-20,-20,6.7462,32.96
8135,2029.77002,850.2,-3578.48,3500.3,35.78,114.4764,0.4511,0.0095,-20,-20,6.7458,32.91
8136,2029.77771,850.1,-3579.19,3500.7,35.79,114.4775,0.4512,0.0094,-20,-20,6.7453,32.83
8137,2029.783569,850.2,-3579.14,3500.5,35.79,114.4693,0.4512,0.0094,-20,-20,6.7449,32.93
8138,2029.79126,850.2,-3579.58,3500.6,35.8,114.466,0.4512,0.0095,-20,-20,6.7445,32.98
8139,2029.79895,850,-3580.08,3499.8,35.8,114.4295,0.4513,0.0096,-20,-20,6.744,33.05
8140,2029.806641,849.9,-3580.41,3499.8,35.8,114.4236,0.4514,0.0096,-20,-20,6.7435,33.03
8141,2029.812378,849.9,-3581.13,3498.2,35.81,114.3602,0.4515,0.0097,-20,-20,6.7431,33.16
8142,2029.820068,849.9,-3581.84,3499.3,35.82,114.3842,0.4516,0.0097,-20,-20,6.7427,33.17
8143,2029.827881,849.9,-3582.28,3498.9,35.82,114.3626,0.4516,0.0097,-20,-20,6.7422,33.17
8144,2029.835571,850,-3582.45,3498.4,35.82,114.3412,0.4517,0.0098,-20,-20,6.7417,33.16
8145,2029.841309,849.9,-3582.62,3499.9,35.83,114.3889,0.4517,0.0099,-20,-20,6.7413,33
8146,2029.848999,849.9,-3583.28,3499.3,35.83,114.3587,0.4518,0.0099,-20,-20,6.7409,33.09
8147,2029.856689,849.9,-3583.83,3499.1,35.84,114.3397,0.4519,0.01,-20,-20,6.7404,33.1
8148,2029.86438,850,-3584.16,3499.9,35.84,114.3614,0.4519,0.0101,-20,-20,6.7399,32.98
8149,2029.870117,850,-3584.77,3498.6,35.85,114.3091,0.452,0.0102,-20,-20,6.7396,33.16
8150,2029.877808,850,-3585.21,3497.9,35.85,114.2783,0.4521,0.0101,-20,-20,6.7391,33.1
8151,2029.88562,850,-3585.7,3498.8,35.86,114.297,0.4522,0.0101,-20,-20,6.7386,33.16
8152,2029.891357,850.1,-3586.15,3498.9,35.86,114.2938,0.4522,0.0101,-20,-20,6.7382,33.18
8153,2029.899048,849.9,-3586.92,3498.4,35.87,114.2616,0.4524,0.0101,-20,-20,6.7378,33.05
8154,2029.906738,850,-3587.3,3499.3,35.87,114.2869,0.4524,0.0101,-20,-20,6.7373,33.07
8155,2029.914429,850,-3587.3,3500,35.87,114.3099,0.4524,0.0101,-20,-20,6.7368,33.03
8156,2029.920166,850,-3587.86,3498.5,35.88,114.2495,0.4525,0.0101,-20,-20,6.7364,33.1
8157,2029.927856,849.8,-3588.52,3498.9,35.89,114.2515,0.4526,0.01,-20,-20,6.736,33.16
8158,2029.935547,850,-3588.9,3499.6,35.89,114.2676,0.4527,0.01,-20,-20,6.7355,33.15
8159,2029.943359,850,-3589.68,3500.3,35.9,114.2768,0.4528,0.01,-20,-20,6.735,33.23
8160,2029.949097,849.9,-3589.68,3500.9,35.9,114.2952,0.4528,0.0099,-20,-20,6.7346,33.15
8161,2029.956787,850,-3590.12,3500.9,35.9,114.2873,0.4529,0.01,-20,-20,6.7341,33.19
8162,2029.964478,850.1,-3590.83,3501.6,35.91,114.2975,0.453,0.0098,-20,-20,6.7336,33.05
8163,2029.972168,850,-3591.5,3502.2,35.91,114.3041,0.4531,0.0099,-20,-20,6.7331,33.02
8164,2029.977905,850,-3591.72,3502,35.92,114.2955,0.4531,0.0097,-20,-20,6.7328,33.02
8165,2029.985596,850,-3592.32,3502.3,35.92,114.2939,0.4532,0.0098,-20,-20,6.7323,33.08
8166,2029.993286,849.9,-3592.88,3502.6,35.93,114.2933,0.4533,0.0095,-20,-20,6.7318,33.2
8167,2030.001099,850,-3592.77,3502.3,35.93,114.2861,0.4533,0.0094,-20,-20,6.7313,33.17
8168,2030.006836,849.9,-3593.37,3503.3,35.93,114.3074,0.4534,0.0095,-20,-20,6.7309,33.15
8169,2030.014526,850,-3593.76,3503,35.94,114.2913,0.4534,0.0093,-20,-20,6.7305,33.18
8170,2030.022217,849.9,-3594.75,3503.6,35.95,114.292,0.4536,0.0096,-20,-20,6.73,33.09
8171,2030.029907,850.1,-3594.42,3503.7,35.94,114.3025,0.4535,0.0093,-20,-20,6.7295,33.12
8172,2030.035767,850,-3595.03,3504.3,35.95,114.31,0.4536,0.0098,-20,-20,6.7291,33.06
8173,2030.043457,850,-3595.69,3504.5,35.96,114.3074,0.4537,0.0094,-20,-20,6.7286,33.2
8174,2030.051147,850,-3596.08,3504.1,35.96,114.2867,0.4538,0.0097,-20,-20,6.7281,33.17
8175,2030.058838,850.1,-3596.68,3504.5,35.97,114.2897,0.4539,0.0097,-20,-20,6.7277,32.82
8176,2030.064575,850.1,-3596.96,3505.2,35.97,114.3077,0.4539,0.0098,-20,-20,6.7273,32.98
8177,2030.072266,850.2,-3597.73,3504.7,35.98,114.2755,0.4541,0.0099,-20,-20,6.7268,32.87
8178,2030.079956,850.1,-3597.34,3504.7,35.97,114.2824,0.454,0.0096,-20,-20,6.7263,32.84
8179,2030.087769,850.1,-3598.61,3504.7,35.99,114.2598,0.4542,0.0098,-20,-20,6.7259,32.84
8180,2030.093506,850.1,-3598.94,3504,35.99,114.2309,0.4542,0.0096,-20,-20,6.7255,33
8181,2030.101196,850.1,-3599.44,3503.6,35.99,114.2083,0.4543,0.0098,-20,-20,6.725,32.98
8182,2030.108887,850.1,-3599.72,3504.3,36,114.2263,0.4544,0.0097,-20,-20,6.7246,33.05
8183,2030.116577,850.1,-3599.77,3505.2,36,114.2574,0.4544,0.0096,-20,-20,6.7241,32.9
8184,2030.122437,850,-3600.65,3504.3,36.01,114.2096,0.4545,0.0095,-20,-20,6.7237,33
8185,2030.130127,850.1,-3601.26,3504.1,36.01,114.1942,0.4546,0.0096,-20,-20,6.7232,32.96
8186,2030.137817,850,-3601.21,3504.5,36.01,114.2089,0.4546,0.0096,-20,-20,6.7228,32.97
8187,2030.145508,850.1,-3601.98,3504.1,36.02,114.1814,0.4547,0.0097,-20,-20,6.7223,33
8188,2030.151367,850.1,-3602.36,3503.6,36.02,114.1561,0.4548,0.0095,-20,-20,6.7219,32.95
8189,2030.159058,850,-3603.19,3504.3,36.03,114.1643,0.4549,0.0095,-20,-20,6.7214,33.01
8190,2030.166748,849.9,-3603.36,3503.8,36.03,114.1476,0.4549,0.0095,-20,-20,6.721,33.17
